,fund_code,fund_name,fund_type,fund_size_in_M,spk_risk_level,1M_return,3M_return,6M_return,YTD_return,1Y_return,3Y_return,5Y_return,real_1y_return,sharpe,max_loss,annual_fee,charter_annual_fee,annual_net_return,annual_max_total_expense_ratio
221,GZZ,GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,94.85,6,1.0772,18.7051,18.6547,25.7713,48.9093,284.4484,,11.53,2.4368,14.1462,2.0,2.0,47.67,3.65
222,AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2040.0,5,6.6584,22.8747,24.8764,22.4062,48.8549,391.2498,979.8362,11.49,1.908,11.9606,3.0,3.0,48.35,3.65
223,ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,192.55,6,4.1876,22.2173,21.2537,27.3159,48.2277,322.8687,,11.02,2.0326,14.2528,2.75,2.75,45.5,3.65
224,IUH,INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,10.42,4,4.0579,20.0788,18.3226,22.9014,48.1211,248.5731,,10.94,2.3446,14.0982,2.0,2.0,46.2,4.38
225,GO3,FONERİA PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,38.19,5,6.0441,19.3861,25.2211,31.698,48.0694,,,10.9,3.9361,5.6784,2.6,2.6,47.78,4.38
226,HJB,HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,41.54,5,6.8042,24.1624,31.2021,36.031,47.8576,,,10.74,2.1572,8.721,3.0,3.0,46.94,3.65
227,CVK,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,606.55,2,3.3181,11.5829,22.1145,26.183,47.782,,,10.68,11.6398,1.4089,1.75,1.75,47.27,3.65
228,FS5,FONERİA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,42.23,2,2.6017,8.2465,17.7712,21.8852,47.6108,,,10.55,13.8632,0.4566,3.5,3.5,48.11,
229,GTY,GARANTİ PORTFÖY TREND SERBEST FON,Serbest Şemsiye Fonu,184.59,6,4.904,19.8833,30.4738,34.8594,47.5564,169.8294,,10.51,2.8033,8.5287,2.0,2.0,47.86,0.0
230,YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,Serbest Şemsiye Fonu,380.55,1,3.5711,10.7202,22.5913,29.0802,47.5306,243.7368,537.0721,10.49,5.7469,2.2812,2.0,2.0,47.73,
231,HAT,HEDEF PORTFÖY ATLAS İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,160.96,2,2.689,8.7916,20.0358,25.4583,47.4444,,,10.43,8.3499,2.0616,3.0,3.0,48.22,
232,TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,4250.0,6,6.5445,22.5549,19.4429,24.0225,47.3496,233.9536,866.6877,10.36,1.6603,21.9791,2.5,0.0,45.23,3.65
233,SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,126.77,6,9.6737,25.9798,28.9243,25.9739,47.187,483.7352,,10.24,2.2207,10.6298,2.0,2.0,46.8,3.65
234,IYB,AURA PORTFÖY DEĞİŞKEN FONU,Değişken Şemsiye Fonu,153.87,3,10.5269,21.5121,28.9782,33.3291,47.1221,280.2609,481.8133,10.19,3.9697,4.078,2.4,2.4,46.69,3.65
235,IZS,İSTANBUL PORTFÖY ALTINCI SERBEST FON,Serbest Şemsiye Fonu,67.98,6,-1.3721,11.5253,10.2719,12.2674,47.0399,229.6637,741.7154,10.13,2.3238,8.6387,3.0,0.0,46.09,
236,IAT,İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1280.0,1,3.5043,10.4883,20.4043,25.1455,46.9511,164.1198,257.6944,10.06,19.7421,0.4007,1.75,0.0,46.88,3.65
237,TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,1890.0,2,3.7527,16.2784,23.6818,30.2873,46.8803,262.6724,438.2174,10.01,6.9296,3.1821,2.0,0.0,46.66,3.65
238,ZDD,ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,497.83,3,3.6803,15.2332,24.4254,28.241,46.8442,242.2184,434.6093,9.98,7.6999,2.4887,2.0,2.0,46.23,3.65
239,GPF,GARANTİ PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,651.15,2,3.8852,11.5245,24.6777,30.9168,46.7297,175.4416,285.3137,9.89,6.439,3.8425,1.83,1.83,45.79,3.65
240,EIB,QİNVEST PORTFÖY DEĞİŞKEN FON,Değişken Şemsiye Fonu,150.79,3,3.3671,9.9232,20.8342,23.5646,46.5751,309.1864,581.827,9.78,8.7418,1.1143,2.089625,2.089625,46.37,3.65
241,TPP,TEB PORTFÖY PUSULA SERBEST FON,Serbest Şemsiye Fonu,980.59,6,3.4481,13.0801,23.4239,25.8656,46.4009,553.4759,1863.4765,9.65,2.5528,7.162,2.5,2.5,46.73,
242,LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,301.18,6,13.0294,21.8071,88.2932,90.0524,46.3783,,,9.63,1.3464,30.1234,2.625,0.0,42.64,
243,KCV,KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,891.25,3,4.5753,12.5513,23.2909,27.7758,46.3651,,,9.62,8.5364,1.7615,2.5,2.5,45.62,3.65
244,AIS,AK PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,596.26,1,3.5082,10.319,19.8132,24.8173,46.3328,169.2178,247.7407,9.6,23.1607,0.2208,0.39,0.85,46.27,3.65
245,YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,761.81,2,4.2071,11.5408,21.4053,27.7677,46.2694,174.7255,285.4764,9.55,19.7942,0.3627,2.0075,2.01,45.99,3.65
246,FZJ,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,1220.0,3,4.3062,13.4181,21.1049,25.0404,46.2547,244.0568,,9.54,8.4299,1.9329,2.28,2.28,45.93,4.38
247,PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,35.69,6,4.7186,21.6924,27.6177,29.7891,45.9213,,,9.29,2.1328,13.6036,2.5,0.0,43.93,4.38
248,HPO,HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,696.87,2,3.3746,11.005,19.2906,24.483,45.8521,205.6906,355.3841,9.24,12.6541,1.5841,1.533,1.533,45.96,3.65
249,ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3710.0,4,3.5965,12.646,20.9471,25.8614,45.5939,250.3863,480.9704,9.04,7.2901,2.6837,1.95,1.95,45.22,4.38
250,CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,Katılım Şemsiye Fonu,558.59,5,5.3474,28.0345,27.3509,27.9161,45.5796,,,9.03,1.8854,18.094,2.0,0.0,45.25,
251,ZSF,ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,53.79,6,4.9958,13.0694,23.5705,29.2543,45.3264,179.0629,,8.84,3.6453,4.9301,2.0,2.0,43.93,3.65
252,ICD,ICBC TURKEY PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,40.12,2,3.4268,11.0473,15.3646,20.5119,45.0938,250.5068,417.8778,8.67,10.8851,3.5365,1.95,1.95,45.28,3.65
253,GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,1620.0,4,3.3245,15.2972,20.7197,25.5011,44.8097,289.1311,,8.46,4.1049,5.4371,1.9,1.9,44.25,4.38
254,KTM,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM (TL) FONU,Katılım Şemsiye Fonu,681.31,3,4.8768,13.4656,22.7688,26.1789,44.5585,298.8977,648.9386,8.27,5.5707,3.2533,2.1,2.1,43.61,3.65
255,AUT,ATA PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,35.35,3,2.7066,11.7761,17.9381,23.4581,44.549,151.0002,227.8015,8.26,7.4075,4.2703,1.25,1.25,44.24,2.56
256,GTF,AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,209.48,3,2.0342,11.9783,12.4867,20.2976,44.3854,166.3586,289.5143,8.14,5.3113,5.5092,3.0,0.0,43.94,3.65
257,OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,138.38,4,3.5134,17.339,21.2009,27.4657,44.3336,254.0623,,8.1,4.2443,5.1295,0.5,0.0,43.17,4.38
258,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,1910.0,7,2.1699,23.5907,16.0201,20.8243,43.987,208.456,697.9796,7.84,1.5705,22.4016,3.0,3.0,41.71,4.38
259,OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,25.18,4,2.961,8.0696,24.3057,28.5843,43.9417,260.2675,,7.81,4.7665,2.5864,1.4,1.4,43.75,3.65
260,TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,17.35,3,6.5486,17.6421,23.6837,26.3069,43.8713,194.7851,411.591,7.75,3.5249,6.6678,2.6,2.6,43.4,3.65
261,IJZ,İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,552.74,6,4.2259,16.3192,12.0234,20.6496,43.8612,361.5509,,7.75,1.7251,18.144,2.5,0.0,40.15,3.65
262,FD1,FONERİA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,58.07,5,9.6677,22.127,31.189,31.543,43.7878,,,7.69,2.5747,8.9683,2.5,2.5,42.06,
263,HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,89.44,2,2.1185,8.5182,19.3231,22.3059,43.5483,,,7.51,11.9238,0.6457,5.0,5.0,43.95,
264,IPJ,İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON,Karma Şemsiye Fonu,782.5,6,6.048,17.9515,17.5412,20.5706,43.4944,141.1096,669.7462,7.47,2.065,16.3584,2.5,0.0,42.99,3.65
265,TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,430.11,4,4.3608,15.5231,26.1338,30.035,43.3909,197.2111,,7.39,4.7145,5.4749,2.5,2.5,42.49,3.65
266,FFH,QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,410.89,3,4.0902,11.4768,20.4558,25.4949,43.3677,238.8958,,7.38,10.732,0.9627,1.95,1.95,42.39,3.65
267,KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,191.16,6,5.4192,21.5858,40.2308,45.4814,43.3491,,,7.36,1.4883,16.1224,3.0,0.0,40.37,3.65
268,HMG,HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,5190.0,3,3.0056,6.0757,13.7533,20.2663,42.8332,231.1609,,6.98,5.014,2.2383,2.5,2.5,43.56,
269,IRV,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Şemsiye Fonu,469.33,3,2.939,9.814,20.4309,25.71,42.6522,267.0611,,6.84,13.7331,1.9964,3.0,0.0,43.21,
270,GO4,FONERİA PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,62.55,6,6.3278,19.0747,23.2644,28.3798,42.4768,,,6.71,3.1448,6.7091,2.6,2.6,41.77,4.38
271,YJK,YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,313.87,6,4.1753,25.4074,17.1736,22.0301,42.1953,148.1066,,6.5,1.5596,19.7744,2.5,2.5,44.76,4.38
272,SPT,AKTİF PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,23.61,3,4.2673,12.1981,20.8891,23.6996,41.485,,,5.97,7.1289,1.8687,1.0,1.0,40.95,
273,EIC,QİNVEST PORTFÖY İKİNCİ DEĞİŞKEN FONU,Değişken Şemsiye Fonu,94.62,3,3.3123,10.9246,21.5159,22.6217,41.3563,323.9128,684.401,5.87,7.0745,2.3942,2.089625,2.089625,41.21,3.65
274,PDD,QİNVEST PORTFÖY KATILIM FONU,Katılım Şemsiye Fonu,596.44,4,3.1074,9.8044,18.5837,22.0876,41.1285,209.6051,,5.7,12.4433,1.1719,2.088,2.088,40.8,3.65
275,IHC,INVEO PORTFÖY INTER SERBEST FON,Serbest Şemsiye Fonu,201.65,6,2.7813,18.1154,20.6478,26.4916,41.0497,301.8309,,5.64,1.6496,15.3593,2.28,2.28,39.9,
276,KUB,KARE PORTFÖY DEĞİŞKEN  (DÖVİZ) FONU,Değişken Şemsiye Fonu,452.25,6,2.9132,9.042,12.5767,17.9129,40.9281,219.1142,828.709,5.55,5.7988,2.8448,2.19,2.19,39.79,3.65
277,DPB,DENİZ PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,7700.0,6,4.2471,11.1113,20.1499,25.4335,40.9098,287.8402,873.2132,5.53,7.0783,2.7659,1.0,2.0,40.65,0.0
278,BVV,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,162.24,6,1.8775,23.6395,21.9647,25.3595,40.8193,,,5.47,1.6926,16.843,2.5,2.5,39.2,
279,GID,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,137.62,5,4.4629,14.4351,21.8466,21.7753,40.6729,,,5.36,1.8628,8.9178,2.9,2.9,39.45,
280,YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,Değişken Şemsiye Fonu,142.81,6,1.28,22.4039,20.3992,22.9158,40.3857,197.5333,,5.14,1.8362,15.9234,2.5,2.5,39.1,3.65
281,FFP,QNB PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,1530.0,4,4.0953,12.1234,17.9701,22.1159,40.3255,210.535,,5.1,5.3576,4.7767,1.0,1.0,40.22,4.38
282,KIF,TRIVE PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,5.84,6,2.2674,6.8995,16.6953,27.983,40.2677,,,5.05,2.247,8.2203,2.55,2.55,40.21,0.0
283,SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,Değişken Şemsiye Fonu,307.33,5,5.1857,21.6955,19.8505,26.0871,40.0958,279.8957,576.2392,4.92,2.4915,13.3779,2.25,2.25,40.16,3.65
284,ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2900.0,5,3.7376,14.384,18.4299,22.905,40.081,255.8785,569.3179,4.91,3.8187,6.3153,1.95,1.95,39.63,4.38
285,YCY,İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,102.84,2,3.6247,12.0567,22.4977,26.9927,39.8679,143.4707,,4.75,7.2362,2.0498,2.625263,0.0,38.67,3.65
286,FYI,AZİMUT PORTFÖY 4.0 SERBEST FON,Serbest Şemsiye Fonu,154.94,7,2.8807,30.5624,13.8149,14.7796,39.815,232.0229,417.111,4.71,1.273,20.2503,3.2,0.0,41.34,
287,GPG,INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,849.09,5,3.1447,16.2417,19.2691,25.1528,39.6393,287.6765,706.5515,4.58,1.6954,13.9862,2.28,2.28,38.2,3.65
288,IUF,İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,11030.0,7,0.8698,11.1129,30.9478,34.6746,39.6366,200.0303,,4.58,4.2614,3.8214,0.5,0.0,40.08,
289,ZCN,ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,352.17,6,1.4927,8.6945,18.7442,26.6865,39.4612,157.4453,,4.45,2.8213,7.4361,2.6,2.6,38.76,4.38
290,YDP,YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,252.82,4,7.0092,18.7593,19.5762,24.5025,39.3469,,,4.36,1.8618,9.5792,2.0,2.0,38.41,3.65
291,EUN,GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,3650.0,6,0.9912,10.4401,28.6582,31.1259,39.3289,,,4.35,4.0759,4.6154,0.8,0.8,39.76,
292,FCK,FONERİA PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,218.9,6,8.9601,14.9631,21.6653,22.9305,39.2449,,,4.29,2.8714,8.2913,1.5,1.5,38.53,
293,GLC,AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,19.37,5,3.7729,11.4101,19.0515,23.0844,39.2304,232.5419,,4.28,5.56,2.2152,1.9,0.0,38.19,4.38
294,FBZ,FİBA PORTFÖY TEKNOLOJİ SERBEST FON,Serbest Şemsiye Fonu,117.76,6,4.3526,14.0611,22.8065,26.8792,38.9731,137.7025,,4.08,3.6116,5.4809,2.55,2.55,37.71,0.0
295,EDU,İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON,Değişken Şemsiye Fonu,464.16,4,2.3109,13.7433,8.2776,13.1147,38.9727,,,4.08,2.4521,13.4163,2.0,0.0,37.58,
296,GA1,GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,688.52,2,2.9542,12.844,13.7531,19.0629,38.9174,171.3579,282.6362,4.04,6.0449,7.1268,2.5,2.5,39.0,3.65
297,KRF,KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,143.37,5,4.9275,13.5693,15.243,19.9563,38.701,326.576,942.481,3.88,5.328,5.2034,2.19,2.19,38.86,3.65
298,DBP,DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,144.44,6,4.2931,13.0695,17.8156,19.1563,38.5863,386.7446,759.6249,3.79,4.396,4.7097,2.0,0.0,37.27,3.65
299,DZM,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,15240.0,6,4.182,10.7516,18.457,23.1611,38.4226,261.1367,864.8694,3.67,7.5652,2.656,1.5,2.0,38.07,0.0
300,KTN,KUVEYT TÜRK PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Şemsiye Fonu,437.64,2,4.2332,11.1689,14.9913,19.5339,38.3866,141.47,228.4002,3.64,8.7122,2.5119,1.5,1.5,38.43,3.65
301,HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,55.3,6,7.8791,28.6835,20.1708,21.5894,38.3022,,,3.58,1.5207,16.7888,2.7,2.7,37.49,3.65
302,MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,55.19,6,4.3238,16.2455,20.4638,23.8324,38.2065,184.9413,,3.51,2.4807,9.7587,2.0,0.0,36.92,4.38
303,AFV,AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,957.52,6,-0.2215,8.1442,23.4789,35.5085,38.1542,219.3401,733.6577,3.47,2.024,14.0256,2.9,2.9,37.59,3.65
304,ICC,ICBC TURKEY PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,28.02,4,4.4455,12.6582,19.7024,22.0782,38.1195,367.1469,795.1933,3.44,3.104,6.3458,2.0,2.0,37.69,3.65
305,TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,1910.0,6,0.9835,10.5338,27.8352,30.4222,38.1156,208.0131,,3.44,4.4193,3.8024,1.0,1.0,38.53,
306,SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,Serbest Şemsiye Fonu,2080.0,5,4.5751,12.9389,19.3504,23.5067,38.0063,244.8907,894.0762,3.36,8.1891,3.0566,1.5,0.0,36.83,
307,TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3.99,6,2.6986,18.6909,23.4743,26.212,37.6642,,,3.1,2.1967,9.9058,2.0,2.0,34.92,
308,OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,118.59,7,3.055,15.5262,21.6838,27.905,37.6263,188.5593,,3.08,3.7123,5.6031,1.25,0.0,36.69,4.38
309,DSP,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,108.31,4,3.1573,10.1249,19.9154,23.5049,37.5895,267.0934,524.7116,3.05,5.28,3.1566,1.0,0.0,37.37,4.38
310,YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,92.16,6,0.9064,6.1912,11.7348,19.8506,37.5737,126.8195,,3.04,2.6883,6.9382,2.5,2.5,36.11,
311,YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,Serbest Şemsiye Fonu,721.85,4,1.4435,15.2229,7.7907,14.8344,37.5167,230.3159,533.4793,2.99,2.5109,12.9256,1.5,1.5,37.0,
312,OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,Serbest Şemsiye Fonu,4.06,2,3.572,11.8548,24.2637,24.1672,37.1709,141.5951,286.9292,2.73,3.2161,7.0582,2.0075,0.0,36.0,3.5
313,PFS,ATLAS PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,15.62,4,3.2405,9.9428,21.5897,24.5604,37.1372,,,2.71,4.5574,5.8001,1.05,1.05,36.9,
314,RTD,RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,13.02,6,6.1762,24.9495,25.1537,25.0076,37.0987,,,2.68,1.7536,11.7003,2.5,2.5,36.79,
315,EYT,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,68.36,4,4.48,12.7565,20.5192,24.4601,37.0682,,,2.66,4.9277,3.3765,1.0,1.0,36.47,
316,IUV,İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON,Serbest Şemsiye Fonu,15750.0,6,4.6241,11.8976,19.5247,24.7203,36.9314,206.1946,,2.55,7.184,2.5774,1.0,0.0,36.64,
317,FI3,QNB PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3100.0,3,2.1765,14.0223,12.7798,18.4789,36.857,147.2866,243.2801,2.5,4.7389,7.5727,1.7885,1.7885,36.7,3.65
318,TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,625.23,3,2.3996,13.7267,10.4987,16.2647,36.6176,167.7904,309.6223,2.32,3.9924,9.4582,2.0002,2.0002,36.09,3.65
319,HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,414.25,4,3.687,13.6926,16.3354,22.1498,36.5906,,,2.3,3.1605,6.1635,2.0,2.0,35.71,4.38
320,EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,269.51,7,4.034,29.7608,24.5011,24.7051,36.583,589.149,1727.0978,2.29,1.2014,17.3234,2.74,2.74,35.19,3.65
321,TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,357.26,4,3.6866,16.9065,18.1431,21.3565,36.5411,223.6219,,2.26,2.6965,9.9002,2.19,0.0,36.15,4.38
322,TI6,İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,1930.0,4,1.9973,10.7462,13.1326,18.2755,36.5319,153.9441,248.6741,2.26,7.0079,4.8081,2.0,0.0,36.26,3.65
323,DSD,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON,Serbest Şemsiye Fonu,1630.0,6,0.4347,9.7702,28.8678,31.4599,36.4617,216.3903,602.2149,2.2,3.8241,4.4895,1.0,1.0,37.05,0.0
324,GBC,AZİMUT PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,275.39,6,2.5611,21.5498,17.0825,20.9068,36.3739,178.4334,417.3517,2.14,1.8762,16.2922,2.5,2.5,34.75,4.38
325,YPC,YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,52.3,7,4.8583,26.5797,15.5694,16.3026,36.2417,289.1782,,2.04,1.6662,17.9711,2.5,2.5,34.7,3.65
326,DBB,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,576.3,3,2.6483,12.5029,12.1492,19.0875,36.1054,151.8721,217.0765,1.94,5.0431,6.4194,2.0,2.0,36.32,3.65
327,HOY,HSBC PORTFÖY YABANCI BYF FON SEPETI,Fon Sepeti Şemsiye Fonu,1090.0,6,2.6857,11.3658,18.8523,23.3201,35.9283,183.8222,576.1188,1.8,3.4595,7.8292,2.008,2.008,35.19,4.38
328,TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,557.94,5,3.7076,12.3,18.707,22.3989,35.8907,239.8569,650.2893,1.78,4.3818,5.6159,1.95,1.95,35.01,3.65
329,AAS,ATA PORTFÖY FON SEPETİ SERBEST FONU,Serbest Şemsiye Fonu,35.97,5,3.11,19.299,18.2947,24.0787,35.858,146.4706,194.1741,1.75,1.7504,14.2407,0.75,0.75,33.0,
