,fund_code,fund_name,fund_type,fund_size_in_M,spk_risk_level,1M_return,3M_return,6M_return,YTD_return,1Y_return,3Y_return,5Y_return,real_1y_return,sharpe,max_loss,annual_fee,charter_annual_fee,annual_net_return,annual_max_total_expense_ratio
636,RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,38.14,6,0.6764,7.9746,-0.2795,4.6666,10.5571,,,-17.2,0.441,18.2873,2.0,2.0,8.82,
637,IHK,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2920.0,6,3.8883,18.9021,6.1507,8.8006,10.3298,594.5971,,-17.37,0.4996,18.9306,3.2,0.0,10.06,3.65
638,HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2250.0,7,4.8887,15.8478,4.5578,10.2543,10.2596,,,-17.42,0.4609,22.9563,2.9,2.9,9.02,
639,DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,66.81,6,4.7627,20.0473,10.1098,11.1286,10.1617,329.512,,-17.49,0.4526,17.4374,2.0,2.0,9.4,3.65
640,BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1630.0,6,3.6259,19.2057,7.0357,9.9047,10.1282,,,-17.52,0.4921,18.844,2.0,0.0,9.82,
641,DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,49.2,6,7.2911,11.592,10.3524,8.7699,9.8033,,,-17.76,0.3946,16.1082,2.9,0.0,7.6,
642,GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,29.15,5,0.4553,2.3061,3.847,9.3121,9.7371,149.1171,,-17.81,0.6492,7.5873,2.7,2.7,7.99,3.65
643,YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1420.0,6,3.1918,19.8055,10.024,10.6249,9.314,395.2372,1311.2058,-18.13,0.466,18.0674,3.44998,3.45,9.0,3.65
644,DHJ,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,199.96,7,11.2728,11.7827,13.0576,11.3885,9.2119,350.579,,-18.21,0.4281,19.2175,2.75,2.75,7.74,3.65
645,IFN,ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,13.83,6,4.3433,17.7296,9.487,8.5213,9.1669,504.4741,,-18.24,0.4211,17.228,2.0,2.0,8.15,3.65
646,AEV,ALLBATROSS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,9.24,6,12.2558,10.41,9.294,7.3933,9.1575,,,-18.25,0.2957,17.086,3.0,0.0,6.95,
647,YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,10050.0,6,9.9994,25.739,16.562,9.2387,8.8707,323.6014,1127.9693,-18.46,0.461,18.487,3.54999,3.55,9.19,3.65
648,UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,188.23,6,1.6698,16.6294,8.9439,10.8924,8.6359,436.1913,1535.9548,-18.64,0.3667,16.7371,2.81,2.81,7.57,3.65
649,ZVO,ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Şemsiye Fonu,1260.0,6,-7.7858,12.163,38.8823,8.0015,8.3977,329.6982,,-18.82,0.2569,30.5411,0.5,0.5,3.98,0.0
650,OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,20.26,6,6.7147,17.0759,15.479,12.515,8.1771,,,-18.98,0.3204,14.6433,2.0002,0.0,6.13,3.65
651,BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,231.15,6,7.7689,19.6595,8.309,10.1305,7.9428,197.3541,,-19.16,0.2968,18.7033,2.5,0.0,5.42,3.65
652,AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,641.17,6,4.86,11.5062,7.2252,7.9636,7.1109,281.0872,774.3925,-19.78,0.4171,13.6517,2.5,2.5,6.68,3.65
653,KYA,KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,128.96,6,5.2014,21.8726,12.318,10.397,5.4424,468.4289,1620.8659,-21.03,0.2521,17.4632,2.92,2.92,3.79,3.65
654,OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,198.05,6,5.2098,12.3263,6.4942,2.7497,5.4393,346.9721,1557.2332,-21.03,0.311,15.7384,1.75,1.75,5.51,3.65
655,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,598.39,6,-1.1318,-0.2508,0.6208,8.8687,5.3142,107.0334,613.8795,-21.12,0.2342,12.6241,2.9,2.9,3.15,3.65
656,KHJ,ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,4.63,5,5.4873,11.8832,12.7091,13.4999,5.1237,,,-21.27,0.2509,19.6214,2.0,2.0,3.74,
657,OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,332.59,6,4.1138,12.1404,9.816,5.261,5.12,380.795,1749.4244,-21.27,0.3001,17.6303,2.6,2.6,5.06,3.65
658,IJT,İŞ PORTFÖY TARIM SERBEST FON,Serbest Şemsiye Fonu,406.3,6,-0.2243,-0.8277,-1.1482,4.2655,4.9588,174.8202,,-21.39,0.4193,9.944,2.5,2.5,5.62,
659,GMR,INVEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,253.69,6,12.836,25.7318,15.782,8.39,4.8276,422.0967,1500.9407,-21.49,0.2048,22.9156,2.5,2.5,2.97,3.65
660,DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON ),Hisse Senedi Şemsiye Fonu,344.8,6,4.495,23.1532,4.5351,3.695,4.3069,319.6692,1149.3243,-21.88,0.2952,22.6703,1.9,0.0,4.52,2.19
661,AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1010.0,6,3.3104,15.0901,4.6802,5.4957,4.2801,441.1746,1533.9686,-21.9,0.2557,17.5532,2.25,2.25,3.79,3.65
662,TLZ,ATA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,26.79,6,8.0647,17.4546,13.5409,13.2812,4.1887,320.2752,1175.3505,-21.97,0.2604,17.8053,2.25,2.25,3.77,3.65
663,TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2380.0,6,0.6849,14.103,1.3358,1.5208,4.1015,466.4766,1650.1055,-22.03,0.2446,19.517,2.75,2.75,3.05,3.65
664,ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,378.85,6,6.4681,16.9392,9.0514,4.5593,3.5596,370.6299,,-22.44,0.2122,18.0468,2.75,2.75,2.67,3.65
665,IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,54.94,6,4.0514,27.0524,6.0136,6.6201,2.4277,,,-23.29,0.1823,23.0856,3.15,0.0,2.3,
666,KID,TRIVE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,,5,-4.3867,-12.8669,-7.1937,-4.8417,2.2972,,,-23.38,0.2006,14.8268,1.1,1.1,1.52,0.0
667,YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,41.51,7,5.021,10.2786,5.6014,0.2986,-0.6264,,,-25.57,0.0471,14.0943,3.0,3.0,-0.79,
668,NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,375.53,7,12.4091,26.1932,6.8583,4.142,-0.794,457.4889,,-25.7,0.1077,31.2623,2.9,2.9,-2.47,3.65
669,BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,23.21,6,6.282,20.1688,4.9811,1.4649,-2.3878,,,-26.89,-0.1002,22.4712,3.2,0.0,-3.72,
670,HKM,HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,114.75,7,17.0125,22.5715,36.602,18.0715,-5.6421,,,-29.33,0.0223,31.2825,3.0,3.0,-5.53,
671,NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,224.81,7,14.881,28.277,5.954,1.2481,-5.8099,,,-29.46,0.0043,32.6806,2.9,2.9,-7.42,3.65
672,ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,4.91,6,2.9562,6.6982,-4.4499,-5.4901,-9.7496,,,-32.41,-0.3856,21.7085,3.05,3.05,-10.38,
673,DKR,DENİZ PORTFÖY ONDÖRDÜNCÜ SERBEST FON,Serbest Şemsiye Fonu,182.6,7,10.5527,38.6916,1.5372,-11.542,-10.3471,,,-32.85,0.0106,40.7457,2.92,2.92,-9.03,
674,GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,40.93,6,5.2901,8.9404,7.8273,1.3312,-13.419,,,-35.16,-0.3984,28.4857,2.7,0.0,-11.42,3.65
675,THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,11.78,7,1.6332,-4.0154,-16.2069,-17.0715,-15.0078,384.4668,,-36.34,-0.612,24.9991,2.5,2.5,-15.9,
676,BUL,AKTİF PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,25.08,6,4.3793,23.1182,8.2205,7.0352,-18.292,,,-38.8,-0.6344,36.4056,3.05,3.05,-19.48,
677,IZF,QİNVEST PORTFÖY İKİNCİ KATILIM SERBEST FON,Serbest Şemsiye Fonu,,6,-5.1561,-18.3013,-26.645,-36.7344,-75.193,-84.8513,,-81.42,-10.2228,74.9461,1.25,1.25,-75.07,
678,THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,3.53,7,0.7462,13.5648,-0.7188,1.4938,-79.6715,,,-84.77,-1.7357,86.9283,2.5,2.5,-79.62,
679,KVT,AK PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,58.77,6,13.1894,27.001,22.3467,14.1497,,,,,,,2.9,2.9,0.0,
680,BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,60.65,2,3.7908,,,,,,,,,,1.5,0.0,0.0,
681,PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,38150.0,7,3.8541,12.4476,,,,,,,,,0.39,0.0,0.0,
682,HRZ,AKTİF PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,28.49,6,9.2578,16.3669,29.2378,23.11,,,,,,,2.0,2.0,0.0,
683,BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,106.69,2,2.5704,13.3113,16.3409,,,,,,,,1.5,1.5,0.0,
684,FLY,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,107.54,4,5.0925,18.0371,34.2923,35.9497,,,,,,,2.0,2.0,0.0,
685,LKT,AKTİF PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,240.11,1,3.7158,11.9164,24.2014,,,,,,,,1.5,1.5,0.0,
686,TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1880.0,3,3.7001,11.8646,,,,,,,,,1.2,1.2,0.0,
687,CKF,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,305.07,3,3.7929,13.4743,25.4913,,,,,,,,,,,
688,BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,23.4,2,3.8019,11.464,21.1256,26.7524,,,,,,,1.75,0.0,0.0,
689,BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,20.92,4,4.0456,11.6122,21.9957,27.3481,,,,,,,2.0,0.0,0.0,
690,KLS,ALLBATROSS PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,,7,2.2693,5.1907,,,,,,,,,0.3,0.0,0.0,
691,URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,257.38,4,13.5651,48.2499,32.0239,39.3836,,,,,,,2.5,2.5,0.0,
692,BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2.16,7,2.5387,35.4276,4.0715,4.1314,,,,,,,2.75,0.0,0.0,
693,BTJ,ATLAS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,,7,,,,,,,,,,,3.0,0.0,0.0,
694,PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,2730.0,7,3.9852,12.974,,,,,,,,,1.05,1.05,0.0,
695,SNY,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2.49,7,3.8639,7.3901,,,,,,,,,2.75,0.0,0.0,
696,STI,ATLAS PORTFÖY SENTİMENT SERBEST FON,Serbest Şemsiye Fonu,42.99,7,2.408,12.817,17.9683,18.3949,,,,,,,3.25,0.0,0.0,
697,JUP,AURA PORTFÖY JÜPİTER SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,92.39,7,4.8063,9.923,19.0326,21.326,,,,,,,1.95,1.95,0.0,
698,PRH,AURA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,205.86,1,3.7346,12.1316,24.2771,29.8716,,,,,,,1.25,1.25,0.0,
699,BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,173.19,6,6.1124,30.7776,10.4328,5.3442,,,,,,,2.35,0.0,0.0,
700,RCV,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,50.34,3,4.4464,17.5724,,,,,,,,,3.0,0.0,0.0,
701,HIZ,AZİMUT PORTFÖY DİNAMİK DEĞİŞKEN FON,Değişken Şemsiye Fonu,195.18,4,3.3638,20.2452,15.5692,16.5713,,,,,,,2.35,0.0,0.0,
702,OMG,AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,478.43,6,7.0788,18.0744,23.7421,,,,,,,,3.2025,0.0,0.0,
703,IDI,AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,60.87,6,4.6033,7.0172,,,,,,,,,2.95,0.0,0.0,
704,KOT,AZİMUT PORTFÖY KOÇ TOPLULUĞU ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,399.05,6,12.0102,28.3425,,,,,,,,,1.05,0.0,0.0,
705,MCU,AZİMUT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,91.43,7,,,,,,,,,,,3.00395,0.0,0.0,
706,OTM,AZİMUT PORTFÖY OTOMOTİV SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,13.91,4,10.7951,20.2256,,,,,,,,,2.35,0.0,0.0,
707,PGS,AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,560.27,6,3.6488,11.756,,,,,,,,,2.35,0.0,0.0,
708,YPR,AZİMUT PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,46.36,6,6.3476,20.4803,,,,,,,,,2.35,0.0,0.0,
709,BLT,BULLS PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,7.53,6,2.3901,,,,,,,,,,1.5,1.5,0.0,
710,BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,18.42,3,5.0081,,,,,,,,,,2.25,2.25,0.0,
711,BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,22.34,6,7.8539,22.0653,,,,,,,,,2.75,2.75,0.0,
712,BPZ,BULLS PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,220.19,1,,,,,,,,,,,0.75,0.75,0.0,
713,BUV,BULLS PORTFÖY VOLTRAN SERBEST (TL) FON,Serbest Şemsiye Fonu,53.83,7,4.8918,,,,,,,,,,3.0,3.0,0.0,
714,BV1,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,11.06,6,5.9211,9.6942,,,,,,,,,2.0,2.0,0.0,
715,BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,Serbest Şemsiye Fonu,640.91,7,3.8583,,,,,,,,,,2.0,2.0,0.0,
716,BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,17.71,4,2.421,,,,,,,,,,2.0,2.0,0.0,
717,DKL,DENİZ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,499.48,7,2.7702,6.6179,15.5894,,,,,,,,0.3,0.0,0.0,
718,BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,142.71,4,4.2162,28.3284,,,,,,,,,2.0,2.0,0.0,
719,DID,DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,13.25,4,3.595,,,,,,,,,,1.95,1.95,0.0,
720,DIP,DENİZ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,3760.0,7,3.8788,,,,,,,,,,0.39,0.39,0.0,
721,DVS,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,203.56,7,4.1964,,,,,,,,,,1.0,1.0,0.0,
722,MTG,DENİZ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOGUN FON),Serbest Şemsiye Fonu,64.44,7,2.972,8.4148,18.1656,20.7959,,,,,,,2.0,2.0,0.0,
723,SSK,DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,24.4,4,2.3042,6.9877,7.5624,14.4112,,,,,,,2.9,0.0,0.0,
724,EDT,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON,Serbest Şemsiye Fonu,831.9,7,3.7691,12.1466,24.9361,30.5231,,,,,,,2.0,0.0,0.0,
725,DTM,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,87.1,4,2.6996,,,,,,,,,,2.0,2.0,0.0,
726,DUV,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,646.3,2,1.3358,14.7639,,,,,,,,,2.0,2.0,0.0,
727,DUD,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6.64,7,,,,,,,,,,,1.0,1.0,0.0,
728,FPG,FİBA PORTFÖY GÜMÜŞ SERBEST FON,Serbest Şemsiye Fonu,124.93,7,3.6717,15.8806,,,,,,,,,1.75,1.75,0.0,
729,FS6,FONERİA PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Şemsiye Fonu,6.09,7,12.338,18.1579,25.759,22.5395,,,,,,,3.0,3.0,0.0,
730,FTL,FONERİA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,155.75,3,,,,,,,,,,,1.25,1.25,0.0,
731,FTF,FONERİA PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,,4,,,,,,,,,,,2.9,2.9,0.0,
732,FRC,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,154.19,7,6.5037,24.6545,,,,,,,,,2.0,2.0,0.0,
733,HIH,GARANTİ  PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,148.28,6,5.114,,,,,,,,,,3.2,3.2,0.0,
734,GNS,GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,21.77,6,12.8505,27.5069,,,,,,,,,3.2,3.2,0.0,
735,GTH,GARANTİ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,11.54,6,8.1339,15.9173,10.8467,,,,,,,,3.2,3.2,0.0,
736,PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,728.43,7,3.7896,12.325,,,,,,,,,0.95,0.95,0.0,
737,GKG,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,20.3,6,5.9894,18.0069,,,,,,,,,3.2,3.2,0.0,
738,MUT,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,1470.0,7,3.8838,11.2497,16.9343,21.8623,,,,,,,2.5,2.5,0.0,
739,SGT,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,143.91,4,-0.7462,14.5974,,,,,,,,,2.7,2.7,0.0,
